NeedleVerticalPosition,ForceY
-0.03288034,0
-0.03266291,0
-0.03244557,0
-0.03222836,0
-0.03222836,0
-0.03201126,0
-0.03156691,0
-0.03135004,0
-0.03113329,0
-0.03068917,0
-0.03068917,0
-0.03025622,0
-0.03025622,0
-0.02981234,0
-0.02959614,0
-0.02938008,0
-0.02916411,0
-0.02872057,0
-0.02850483,0
-0.02850483,0
-0.02807371,0
-0.0278459,0
-0.02763052,0
-0.02741524,0
-0.02697215,0
-0.0267571,0
-0.02654218,0
-0.02631415,0
-0.02609933,0
-0.02567003,0
-0.02544191,0
-0.02522742,0
-0.02501305,0
-0.0247988,0.1114063
-0.02435642,0.125101
-0.02414241,0.1342652
-0.02370014,0.1427769
-0.02370014,0.133609
-0.02348635,0.1136269
-0.02304421,0.1287191
-0.02304421,0.12431
-0.02283064,0.1083842
-0.02260207,0.1118655
-0.02238863,0.1140887
-0.02217529,0.1150488
-0.02196207,0.1163009
-0.02152029,0.1332973
-0.0213073,0.1449356
-0.02086563,0.154841
-0.02065287,0.1615344
-0.02044022,0.1527118
-0.02021132,0.1541357
-0.01999878,0.1553928
-0.01976977,0.1504391
-0.01955736,0.1468079
-0.01934506,0.1435362
-0.01911594,0.1429805
-0.01890375,0.1424384
-0.01890375,0.1265873
-0.01846244,0.1331944
-0.01825049,0.1507551
-0.01803865,0.1486787
-0.01759759,0.1632963
-0.01738598,0.1731605
-0.01673365,0.1771
-0.01673365,0.1771
-0.01652239,0.1707444
-0.01608168,0.1825276
-0.01608168,0.1752343
-0.015852,0.1578055
-0.01564097,0.1586827
-0.01520026,0.1742101
-0.01520026,0.1702287
-0.01498947,0.1541394
-0.01498947,0.1415319
-0.01477878,0.1336894
-0.01412787,0.17097
-0.01412787,0.1821172
-0.01391754,0.1648259
-0.0134773,0.1818478
-0.0132672,0.1931239
-0.01303708,0.1889026
-0.01282708,0.1863503
-0.01282708,0.1687185
-0.01238699,0.1734754
-0.01238699,0.1749769
-0.01238699,0.148015
-0.01217723,0.1437175
-0.01173726,0.1703384
-0.01152772,0.1882444
-0.01131832,0.1869504
-0.01110902,0.1862007
-0.01087858,0.1873808
-0.01066939,0.1886742
-0.01022978,0.2046849
-0.01022978,0.2010435
-0.009999119,0.1865311
-0.009790167,0.1890977
-0.009790167,0.1755352
-0.009581342,0.1674399
-0.009350568,0.1764366
-0.008933246,0.1977802
-0.008933246,0.1970968
-0.008724764,0.1840901
-0.008516394,0.1882614
-0.008077264,0.2081315
-0.007869132,0.2217329
-0.007638149,0.2187404
-0.007430129,0.2165631
-0.007199034,0.215541
-0.006991126,0.2150297
-0.006991126,0.1991418
-0.006759919,0.1906791
-0.006759919,0.1834849
-0.00655213,0.1781994
-0.00655213,0.1734419
-0.006344453,0.1714782
-0.006136902,0.1829144
-0.005698144,0.2082902
-0.005490832,0.2267189
-0.005052201,0.2396083
-0.00484512,0.2486523
-0.00484512,0.2278241
-0.004613578,0.215249
-0.004613578,0.2050671
-0.00438194,0.199016
-0.00438194,0.1935698
-0.00438194,0.1749945
-0.00417497,0.1757444
-0.00417497,0.1753701
-0.003761373,0.1901167
-0.003554754,0.2135821
-0.003348254,0.2185437
-0.003348254,0.2079248
-0.002910107,0.2176034
-0.002703838,0.2368759
-0.002471976,0.2377534
-0.002471976,0.2244079
-0.00224001,0.2166107
-0.00224001,0.2098953
-0.00224001,0.1904601
-0.00224001,0.1763397
-0.001801774,0.1964652
-0.001801774,0.2091252
-0.001595736,0.2051983
-0.001184016,0.2296084
-0.001184016,0.2322419
-0.0009783283,0.2227477
-0.0007727593,0.2291698
-0.0005405694,0.2359063
-0.0005405694,0.2267806
-0.0003082752,0.2217075
-0.0003082752,0.2169731
-7.586926E-05,0.2149389
-7.586926E-05,0.212408
-7.586926E-05,0.1959276
0.0001295805,-3.071393
0.0003349185,0
0.0005401373,0
0.0005401373,0
0.0007452369,0
0.0009502247,0
0.001155093,0
0.001592353,0
0.001592353,0
0.002029605,0
0.002029605,0
0.002262332,0
0.002466857,0
0.002671249,0
0.002671249,0
0.002671249,0
0.002875529,0
0.003108367,0
0.003108367,0
0.003312528,0
0.003312528,0
0.003749527,0
0.003749527,0
0.003953449,0
0.003953449,0
0.004390314,0
0.004594013,0
0.004594013,0
0.005234212,0
0.005234212,0
0.005437553,0
0.005437553,0
0.005640768,0
0.005874045,0
0.005874045,0
0.005874045,0
0.006077155,0
0.00631053,0
0.006513514,0
0.006513514,0
0.006716385,0
0.007152624,0
0.007152624,0
0.007588863,0
0.007791378,0
0.007993773,0
0.008227482,0
0.008227482,0
0.008429758,0
0.008663572,0
0.008663572,0
0.008865736,0
0.009301707,0
0.009301707,0
0.009737663,0
0.009737663,0
0.01017361,0
0.0103753,0
0.01057687,0
0.01081111,0
0.01101257,0
0.01124692,0
0.01144826,0
0.01168272,0
0.01168272,0
0.01211851,0
0.01211851,0
0.01231961,0
0.01255429,0
0.01275527,0
0.01275527,0
0.01319092,0
0.01342582,0
0.01362655,0
0.01406219,0
0.01406219,0
0.0144978,0
0.0144978,0
0.01493341,0
0.01493341,0
0.01516874,0
0.01536901,0
0.01580459,0
0.01580459,0
0.01604013,0
0.01624016,0
0.01624016,0
0.01667573,0
0.01691148,0
0.01691148,0
0.01734714,0
0.01754682,0
0.01778279,0
0.01778279,0
0.01821843,0
0.01821843,0
0.01865406,0
0.01865406,0
0.01908967,0
0.01908967,0
0.01928887,0
0.01952527,0
0.01952527,0
0.01952527,0
0.01996087,0
0.01996087,0
0.02019748,0
0.02019748,0
0.02063317,0
0.02063317,0
0.02063317,0
0.02106884,0
0.02126757,0
0.02126757,0
0.02170311,0
0.02170311,0
0.02194016,0
0.02213865,1
0.02213865,1
0.0223758,1
0.0223758,1
0.0223758,1
0.02217732,1
0.02174155,0
0.02134398,0
0.02134398,0
0.02114502,0
0.02158114,0
0.02197871,0
0.02217732,1
0.02277242,1
0.02320781,1
0.02360371,1
0.02360371,1
0.02340581,1
0.02300967,1
0.02261306,1
0.02221596,1
0.02158114,0
0.02138218,0
0.02114502,0
0.02114502,0
0.02134398,0
0.02174155,0
0.0223758,1
0.02297055,1
0.02360371,1
0.02403884,1
0.0242365,1
0.02384108,1
0.02344517,1
0.0230488,1
0.02265193,1
0.02201724,1
0.02161943,0
0.02138218,0
0.02090798,0
0.02090798,0
0.02110694,0
0.02174155,0
0.02213865,1
0.02297055,1
0.02340581,1
0.02403884,1
0.02380148,1
0.02340581,1
0.02300967,1
0.02241457,1
0.02177998,0
0.02114502,0
0.0207089,0
0.02027275,0
0.02047195,0
0.02067104,0
0.02126757,0
0.02166466,0
0.02229822,1
0.02316856,1
0.02336644,1
0.02380148,1
0.02340581,1
0.02300967,1
0.02261306,1
0.02197871,0
0.02114502,0
0.0207089,0
0.02007344,0
0.02027275,0
0.02067104,0
0.02106884,0
0.02146617,0
0.02229822,1
0.02273339,1
0.02316856,1
0.02360371,1
0.02340581,1
0.02320781,1
0.02261306,1
0.02197871,0
0.02114502,0
0.0207089,0
0.02027275,0
0.02047195,0
0.02067104,0
0.02106884,0
0.02146617,0
0.02229822,1
0.02273339,1
0.02316856,1
0.02340581,1
0.02340581,1
0.02300967,1
0.02261306,1
0.02221596,1
0.02138218,0
0.02094594,0
0.02027275,0
0.02027275,0
0.02047195,0
0.02067104,0
0.02126757,0
0.02146617,0
0.02229822,1
0.02297055,1
0.02320781,1
0.02340581,1
0.02320781,1
0.02281143,1
0.02221596,1
0.02158114,0
0.02094594,0
0.02031037,0
0.01987399,0
0.02007344,0
0.02047195,0
0.02067104,0
0.02126757,0
0.02146617,0
0.02213865,1
0.02277242,1
0.02300967,1
0.02300967,1
0.02261306,1
0.02221596,1
0.02158114,0
0.02094594,0
0.02011093,0
0.01967444,0
0.01943761,0
0.01943761,0
0.0198366,0
0.02023512,0
0.02043421,0
0.02106884,0
0.02150451,0
0.02174155,0
0.02197871,0
0.02197871,0
0.02197871,0
0.02177998,0
0.02177998,0
0.02154282,0
0.02134398,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02110694,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02134398,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02158114,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02197871,0
0.02197871,0
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02177998,0
0.02114502,0
0.02094594,0
0.02054742,0
0.02054742,0
0.02094594,0
0.02094594,0
0.02134398,0
0.02194016,0
0.0223758,1
0.02277242,1
0.02300967,1
0.02300967,1
0.02261306,1
0.02241457,1
0.02158114,0
0.0211831,0
0.02054742,0
0.02034798,0
0.02034798,0
0.02074674,0
0.02114502,0
0.02174155,0
0.02174155,0
0.02213865,1
0.02340581,1
0.02364318,1
0.02388065,1
0.02368265,1
0.0230879,1
0.02245333,1
0.0198366,0
0.0198366,0
0.0198366,0
0.0198366,0
0.0198366,0
0.0198366,0
0.02023512,0
0.02023512,0
0.02043421,0
0.02126757,0
0.02146617,0
0.0219016,0
0.02213865,1
0.0223758,1
0.0223758,1
0.02241457,1
0.02197871,0
0.02154282,0
0.02114502,0
0.02114502,0
0.02094594,0
0.02094594,0
0.02114502,0
0.02154282,0
0.02217732,1
0.0223758,1
0.0223758,1
0.02300967,1
0.02300967,1
0.02281143,1
0.02241457,1
0.02201724,1
0.02138218,0
0.0211831,0
0.02094594,0
0.0207089,0
0.02090798,0
0.02130578,0
0.02170311,0
0.02253526,1
0.02297055,1
0.02360371,1
0.02380148,1
0.02403884,1
0.02364318,1
0.02344517,1
0.02285042,1
0.02241457,1
0.02201724,1
0.02158114,0
0.02134398,0
0.02134398,0
0.02130578,0
0.02174155,0
0.0223758,1
0.02320781,1
0.02407855,1
0.02471155,1
0.02490909,1
0.02471155,1
0.0245139,1
0.02411824,1
0.02392023,1
0.02352384,1
0.02332547,1
0.02288941,1
0.02265193,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02241457,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02221596,1
0.02197871,0
0.02177998,0
0.02177998,0
0.02177998,0
0.02197871,0
0.02241457,1
0.02261306,1
0.02300967,1
0.02300967,1
0.02320781,1
0.02300967,1
0.02261306,1
0.02221596,1
0.0218184,0
0.02161943,0
0.02142035,0
0.02142035,0
0.02161943,0
0.02221596,1
0.02261306,1
0.02300967,1
0.02364318,1
0.02384108,1
0.02364318,1
0.02324704,1
0.02285042,1
0.02245333,1
0.02205577,1
0.02161943,0
0.02161943,0
0.02138218,0
0.02138218,0
0.02158114,0
0.02241457,1
0.02281143,1
0.02344517,1
0.02407855,1
0.02431612,1
0.02411824,1
0.02392023,1
0.02352384,1
0.023127,1
0.02292839,1
0.02229324,1
0.02229324,1
0.02205577,1
0.0218184,0
0.0218184,0
0.0218184,0
0.02201724,1
0.0226908,1
0.02332547,1
0.02395979,1
0.02415791,1
0.02415791,1
0.02415791,1
0.02395979,1
0.02356317,1
0.02336468,1
0.02336468,1
0.02292839,1
0.02292839,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.02292839,1
0.02292839,1
0.02292839,1
0.02292839,1
0.02292839,1
0.02292839,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.0226908,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02245333,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02265193,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02288941,1
0.02332547,1
0.02332547,1
0.02332547,1
0.02332547,1
0.02332547,1
0.02332547,1
0.02332547,1
0.02332547,1
0.02332547,1
0.02332547,1
0.02332547,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02356317,1
0.02380096,1
0.02380096,1
0.02380096,1
0.02380096,1
0.02380096,1
0.02399933,1
0.02399933,1
0.02399933,1
0.02399933,1
0.02399933,1
0.02423722,1
0.02423722,1
0.02423722,1
0.02423722,1
0.02423722,1
0.02423722,1
0.02447524,1
0.02447524,1
0.02447524,1
0.02447524,1
0.02447524,1
0.02471335,1
0.02471335,1
0.02471335,1
0.02471335,1
0.02471335,1
0.02471335,1
0.02495157,1
0.02495157,1
0.02495157,1
0.0251899,1.094076
0.0251899,1.106245
0.0251899,1.086402
0.02542833,1.086425
0.02542833,1.086425
0.02542833,1.086425
0.02542833,1.072001
0.02542833,1.061522
0.02542833,1.053908
0.02566688,1.077851
0.02566688,1.095239
0.02566688,1.078405
0.02566688,1.066175
0.02590553,1.086795
0.02590553,1.101766
0.02590553,1.083147
0.02614427,1.099222
0.02614427,1.110884
0.02614427,1.089772
0.02638314,1.104173
0.02638314,1.114618
0.02638314,1.092484
0.02638314,1.076404
0.0266221,1.094364
0.0266221,1.1074
0.0266221,1.08724
0.02686118,1.102656
0.02686118,1.11384
0.02710036,1.121667
0.02710036,1.127329
0.02710036,1.10172
0.02733964,1.11253
0.02733964,1.120362
0.02733964,1.096658
0.02757904,1.109098
0.02757904,1.118115
0.02757904,1.095026
0.02757904,1.07825
0.02781853,1.095553
0.02781853,1.095553
0.02781853,1.095553
0.02805813,1.137753
0.02805813,1.138904
0.02829785,1.138659
0.02829785,1.138447
0.02829785,1.109797
0.02829785,1.088982
0.02853766,1.103413
0.02853766,1.113881
0.02853766,1.091949
0.02853766,1.076015
0.02877758,1.094314
0.02877758,1.107596
0.02921586,1.141639
0.02921586,1.166349
0.02921586,1.130069
0.029456,1.133189
0.029456,1.135435
0.029456,1.10761
0.02969624,1.117069
0.02969624,1.123922
0.02969624,1.099245
0.02969624,1.081316
0.02993658,1.097852
0.02993658,1.109852
0.02993658,1.089022
0.03017704,1.089046
0.03017704,1.089046
0.03017704,1.089046
0.0304176,1.103491
0.0304176,1.113969
0.03065826,1.120656
0.03065826,1.125488
0.03065826,1.100382
0.03085639,1.106553
0.03109716,1.140888
0.03109716,1.141406
0.03109716,1.111948
0.03109716,1.090544
0.03109716,1.074994
0.03109716,1.063696
0.03133804,1.085096
0.03133804,1.100638
0.03133804,1.082327
0.03133804,1.069024
0.03157902,1.088394
0.03157902,1.102456
0.03157902,1.083648
0.03157902,1.069984
0.03157902,1.060056
0.03157902,1.052843
0.03157902,1.047603
0.03157902,1.043795
0.03157902,1
0.03157902,1
0.03157902,1
0.03157902,1
0.03157902,1
0.0318201,1.064687
0.0318201,1.085726
0.0318201,1.071494
0.0318201,1.061153
0.0318201,1.05364
0.0318201,1.048182
0.0318201,1.044216
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.0318201,1
0.03201812,1.057866
0.03201812,1.075438
0.03201812,1.064019
0.03201812,1.055722
0.03201812,1.049694
0.03201812,1.045315
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.03201812,1
0.0318201,1.050205
0.0318201,1.065055
0.0318201,1.055404
0.0318201,1.048393
0.0318201,1.043299
0.0318201,1.039598
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
0.0318201,1.051955
